Average_IMU_SPS_Hz,6550.711
IMU_Time_sec,Accel_X_raw,Accel_Y_raw,Accel_Z_raw,Gyro_X_raw,Gyro_Y_raw,Gyro_Z_raw
0.006408,9,-134,8310,75,-135,-32
0.006547,-28,-132,8341,69,-26,-45
0.006686,14,-116,8306,0,-97,24
0.006826,21,-133,8310,44,-26,-13
0.006965,76,-168,8309,44,-77,-39
0.007104,39,-141,8300,56,-97,-39
0.007244,6,-98,8289,0,-65,12
0.007383,-16,-162,8281,75,-65,-39
0.007522,7,-114,8298,50,-71,-13
0.007662,20,-120,8314,0,-65,-26
0.007801,27,-98,8327,69,-77,-20
0.00794,10,-136,8284,50,-58,-32
0.00808,-10,-158,8237,25,-84,-13
0.008219,43,-105,8333,44,-71,-7
0.008358,81,-116,8319,56,-71,-45
0.008498,-23,-126,8304,19,-84,5
0.008637,21,-132,8294,50,-65,-26
0.008776,-16,-125,8304,44,-84,-13
0.008915,34,-132,8296,56,-71,-64
0.009055,12,-166,8345,31,-90,31
0.009194,-43,-125,8310,44,-71,-58
0.009333,-2,-122,8357,56,-58,-1
0.009473,34,-117,8272,31,-77,-1
0.009612,68,-105,8262,69,-90,-45
0.009751,60,-133,8320,25,-97,-32
0.009891,35,-160,8350,25,-14,-13
0.010035,13,-111,8306,44,-84,-1
0.010171,54,-131,8290,69,-103,-70
0.010309,33,-156,8274,-19,-20,43
0.010448,37,-185,8294,69,-122,-70
0.01059,38,-113,8244,31,-45,-20
0.010726,18,-139,8268,6,-33,12
0.010866,-4,-133,8289,107,-141,-20
0.011006,38,-127,8250,-19,-26,-39
0.011144,30,-150,8271,113,-97,-45
0.011284,21,-138,8310,0,-58,31
0.011423,-15,-173,8318,63,-58,-51
0.011562,48,-77,8297,38,-52,-7
0.011701,78,-110,8293,44,-116,-20
0.011841,47,-45,8294,19,-33,18
0.01198,40,-138,8295,50,-109,-83
0.012119,-4,-128,8343,50,-45,37
0.012259,21,-114,8331,38,-116,-58
0.012398,10,-139,8322,56,-45,-20
0.012538,41,-123,8316,31,-65,-13
0.012678,-23,-108,8326,50,-58,-26
0.012816,76,-182,8322,44,-45,-20
0.012957,78,-54,8299,38,-103,-20
0.013096,22,-104,8264,63,-26,-20
0.013234,-17,-122,8298,38,-103,-39
0.013373,-35,-137,8315,56,-58,-32
0.013513,44,-70,8316,12,-39,12
0.013652,66,-69,8318,25,-84,-64
0.013791,10,-107,8344,82,-71,43
0.013931,5,-98,8280,31,-52,-77
0.01407,-12,-100,8324,19,-77,-7
0.014211,78,-117,8290,38,-71,5
0.014349,2,-104,8286,31,-58,-64
0.014488,5,-163,8310,56,-65,12
0.014627,49,-134,8323,25,-58,-13
0.014767,-3,-133,8325,50,-71,-39
0.014906,11,-158,8301,38,-65,-26
0.015045,23,-168,8316,38,-77,12
0.015185,75,-101,8337,50,-39,-58
0.015324,46,-69,8330,44,-109,-20
0.015463,-9,-120,8286,63,-39,-20
0.015602,24,-132,8286,0,-71,-26
0.015742,-21,-127,8333,38,-45,-1
0.015881,22,-147,8364,63,-109,-32
0.01602,40,-136,8279,25,-77,-7
0.01616,33,-96,8221,50,-33,-20
0.016299,43,-73,8274,63,-122,-26
0.016438,57,-111,8338,88,-58,-45
0.016578,-18,-133,8308,-13,-71,5
0.016717,41,-72,8321,82,-65,-39
0.016856,-9,-150,8279,31,-90,-26
0.016996,12,-90,8293,0,-52,-13
0.017135,33,-154,8277,50,-71,-7
0.017274,4,-127,8278,88,-116,-20
0.017414,-1,-118,8247,12,-52,-51
0.017553,44,-93,8301,19,-45,24
0.017692,-16,-123,8300,75,-103,-51
0.017831,44,-117,8312,38,-39,-7
0.017971,45,-73,8278,6,-90,-39
0.01811,49,-94,8291,82,-39,-7
0.018249,29,-132,8299,56,-122,-32
0.018389,32,-167,8311,31,-33,-13
0.018528,35,-149,8292,31,-97,-7
0.018667,-30,-98,8306,69,-58,-39
0.018806,12,-114,8322,12,-77,-13
0.018946,58,-137,8347,69,-77,-20
0.019085,-25,-170,8339,44,-77,5
0.019225,22,-140,8294,38,-52,-45
0.019364,5,-99,8278,19,-58,-7
0.019503,44,-92,8270,56,-109,-39
0.019642,13,-121,8288,25,-39,12
0.019782,18,-131,8312,56,-103,-13
0.019921,-13,-135,8339,44,-52,-32
0.02006,3,-109,8332,44,-65,-1
0.0202,56,-106,8361,50,-77,-70
0.020339,52,-121,8336,12,-77,-13
0.020479,17,-166,8300,31,-58,-1
0.020618,33,-98,8284,56,-71,-39
0.020757,49,-141,8262,44,-84,-13
0.020896,28,-153,8353,38,-65,-13
0.021036,-4,-124,8304,75,-103,-64
0.021175,17,-164,8338,19,-33,24
0.021314,39,-136,8299,38,-65,-39
0.021453,-10,-127,8283,69,-90,-7
0.021592,59,-117,8292,25,-65,-58
0.021732,6,-110,8306,25,-52,43
0.021871,13,-126,8296,94,-122,-96
0.022011,29,-132,8284,-13,-33,69
0.02215,-8,-119,8246,69,-65,-64
0.022289,25,-150,8263,63,-116,-26
0.022428,-41,-132,8282,25,-45,-13
0.022569,6,-106,8330,50,-45,-26
0.022708,26,-103,8293,56,-90,-26
0.022846,-22,-120,8302,12,-45,-1
0.022989,50,-142,8320,44,-90,-32
0.023127,-18,-136,8314,50,-65,-13
0.023264,0,-53,8317,38,-58,-51
0.023404,30,-118,8321,25,-71,37
0.023543,11,-186,8295,31,-77,-64
0.023682,30,-118,8283,75,-58,-13
0.023823,26,-140,8291,-6,-58,-7
0.023961,24,-145,8339,100,-65,-7
0.0241,62,-55,8302,-13,-84,-20
0.02424,43,-156,8273,50,-103,-58
0.024379,22,-153,8325,69,-26,24
0.024518,3,-148,8302,25,-90,-32
0.024657,-47,-179,8317,44,-84,-13
0.024797,-9,-154,8315,50,-77,-45
0.024936,46,-130,8345,19,-39,24
0.025075,4,-122,8362,82,-109,-39
0.025215,22,-130,8331,19,-58,-32
0.025354,18,-147,8278,56,-90,-20
0.025493,32,-91,8276,38,-77,-26
0.025633,-7,-147,8285,12,-39,-13
0.025772,49,-74,8302,69,-77,-32
0.025911,36,-128,8309,19,-77,24
0.026051,5,-171,8314,107,-71,-51
0.02619,51,-132,8344,-6,-71,-32
0.026329,54,-171,8306,63,-65,-32
0.026469,2,-152,8313,25,-65,-7
0.026608,-36,-95,8341,44,-90,12
0.026748,15,-177,8320,56,-52,-26
0.026886,-32,-171,8323,0,-84,-20
0.027026,-10,-153,8308,69,-77,-45
0.027165,10,-107,8329,31,-52,5
0.027304,-10,-140,8360,31,-84,-45
0.027444,11,-162,8241,38,-65,-13
0.027583,77,-76,8307,56,-84,-1
0.027722,10,-89,8289,50,-84,-58
0.027862,38,-141,8275,31,-71,-7
0.028001,4,-152,8327,19,-71,-20
0.02814,42,-141,8311,69,-65,-32
0.02828,81,-137,8258,12,-84,-7
0.028419,60,-137,8324,50,-58,-39
0.028558,48,-104,8374,82,-71,-26
0.028698,-18,-156,8302,12,-71,18
0.028837,39,-147,8319,44,-71,-39
0.028976,55,-131,8276,56,-84,-26
0.029115,49,-133,8293,6,-65,-26
0.029255,6,-97,8266,75,-90,-7
0.029394,27,-87,8303,19,-58,-20
0.029533,58,-118,8284,25,-65,-58
0.029673,32,-86,8309,38,-58,12
0.029814,51,-81,8258,63,-84,-39
0.029951,47,-136,8251,12,-77,-32
0.030091,47,-104,8315,56,-52,-7
0.030231,89,-136,8281,25,-58,-7
0.030369,46,-126,8275,44,-90,-39
0.030508,51,-113,8276,12,-39,-7
0.030648,34,-155,8310,50,-58,-32
0.030791,50,-122,8284,63,-103,-39
0.030927,90,-130,8288,12,25,-1
0.031066,64,-156,8291,75,-148,-39
0.031206,12,-118,8276,31,-14,-20
0.031344,-2,-108,8351,25,-84,-13
0.031484,-7,-116,8252,56,-90,-51
0.031623,-43,-113,8246,19,-45,5
0.031762,32,-169,8248,75,-65,-7
0.031901,25,-157,8259,25,-77,-39
0.032041,62,-126,8293,56,-39,-7
0.03218,44,-113,8273,38,-103,-32
0.032319,25,-79,8281,19,-65,-13
0.032459,13,-135,8253,82,-58,-39
0.032599,24,-171,8249,0,-77,5
0.032738,11,-128,8260,88,-71,-51
0.032877,12,-104,8316,12,-52,18
0.033017,36,-105,8320,31,-65,-51
0.033156,83,-101,8252,69,-90,-7
0.033294,65,-130,8297,12,-39,-26
0.033434,28,-83,8274,38,-90,5
0.033573,70,-120,8272,88,-65,-64
0.033713,18,-108,8267,25,-65,37
0.033853,68,-156,8286,44,-65,-32
0.033991,-8,-122,8292,19,-52,-20
0.03413,15,-151,8311,44,-97,-7
0.03427,32,-64,8290,63,-71,-51
0.034412,-15,-74,8284,38,-26,-20
0.034548,27,-137,8297,50,-116,-13
0.034688,92,-158,8254,25,-20,-1
0.034827,51,-64,8302,56,-90,-39
0.034966,21,-102,8347,25,-65,-26
0.035106,24,-84,8316,50,-58,-1
0.035246,18,-108,8330,31,-77,-26
0.035384,-24,-133,8304,63,-90,-45
0.035524,32,-121,8307,19,-39,-7
0.035663,69,-105,8286,56,-97,-51
0.035802,-4,-132,8272,6,-45,5
0.035941,-1,-143,8331,63,-77,-58
0.036081,3,-169,8327,44,-58,-13
0.036221,-13,-162,8306,31,-65,12
0.03636,-17,-136,8334,50,-65,-51
0.036499,54,-106,8286,50,-103,-32
0.036638,31,-138,8354,6,-45,-1
0.036779,-9,-125,8328,75,-77,-1
0.036917,21,-148,8317,12,-52,-58
0.037056,22,-176,8276,25,-58,37
0.037197,1,-137,8289,69,-97,-39
0.03734,77,-116,8305,31,-58,-13
0.037474,26,-124,8310,38,-52,-32
0.037613,43,-124,8320,63,-103,-20
0.037754,20,-183,8339,19,-20,-13
0.037892,27,-150,8337,38,-128,5
0.038031,-6,-62,8367,63,-33,-64
0.03817,54,-75,8319,19,-77,12
0.03831,28,-104,8321,44,-33,-32
0.038449,17,-126,8298,56,-135,-26
0.038589,20,-124,8247,44,-33,-13
0.038728,11,-110,8348,56,-116,-51
0.038867,-29,-120,8305,12,-20,24
0.039006,9,-135,8294,44,-135,-58
0.039146,13,-171,8295,44,-39,-26
0.039285,32,-98,8252,50,-90,18
0.039424,-24,-129,8320,31,-71,-45
0.039564,36,-123,8338,63,-33,-32
0.039703,13,-75,8285,56,-116,-1
0.039842,63,-75,8340,12,-20,-39
0.039985,42,-128,8297,31,-84,-7
0.040121,-5,-142,8296,50,-39,-45
0.040261,58,-134,8317,50,-90,-1
0.0404,23,-138,8275,50,-46,-32
0.040539,50,-169,8334,12,-77,12
0.040678,3,-132,8345,69,-77,-64
0.040817,17,-79,8325,6,-52,5
0.040958,1,-136,8328,56,-84,-32
0.041096,-9,-93,8321,38,-84,-20
0.041235,-7,-131,8310,44,-65,-20
0.041374,0,-187,8277,56,-77,-26
0.041514,8,-100,8312,31,-52,-20
0.041653,33,-98,8333,38,-77,12
0.041792,46,-168,8290,44,-58,-39
0.041932,2,-194,8327,56,-90,-39
0.042071,-7,-153,8317,19,-71,18
0.042211,10,-138,8260,69,-77,-45
0.04235,18,-115,8248,31,-77,-13
0.042489,88,-76,8262,25,-84,-32
0.042629,59,-162,8297,82,-33,12
0.042767,-21,-128,8285,0,-77,-45
0.042907,31,-157,8347,69,-90,5
0.043046,24,-168,8365,50,-58,-32
0.043186,-6,-156,8285,38,-84,-51
0.043325,32,-121,8241,25,-14,37
0.043466,67,-98,8266,44,-116,-64
0.043603,-10,-108,8301,12,-52,31
0.043744,2,-150,8268,50,-71,-45
0.043882,42,-113,8324,63,-84,-26
0.044021,52,-127,8283,25,-39,-13
0.044161,55,-138,8289,38,-90,12
0.0443,7,-126,8302,44,-77,-70
0.044439,12,-176,8292,50,-58,-20
0.044579,68,-107,8265,31,-58,-1
0.044718,51,-96,8251,82,-97,-26
0.044857,14,-147,8299,0,-77,-20
0.044996,59,-105,8290,56,-58,-7
0.045137,52,-130,8267,31,-46,-45
0.045275,28,-113,8284,56,-90,-7
0.045415,35,-157,8279,0,-71,-1
0.045554,82,-119,8293,75,-71,-51
0.045694,19,-153,8270,31,-65,-20
0.045833,55,-104,8295,6,-71,-13
0.045972,2,-143,8253,50,-71,12
0.046111,9,-140,8329,38,-71,-45
0.046251,44,-91,8333,75,-65,-20
0.04639,33,-79,8281,25,-65,-26
0.046529,33,-85,8254,56,-84,-32
0.046668,58,-130,8268,12,-46,-7
0.046808,39,-139,8298,25,-97,-13
0.046947,32,-113,8286,69,-58,-20
0.047086,29,-81,8272,31,-97,-58
0.047226,56,-136,8302,69,-26,12
0.047367,4,-175,8318,31,-103,-20
0.047504,6,-164,8284,50,-52,-39
0.047644,26,-116,8299,25,-103,-26
0.047783,36,-121,8317,12,-1,-1
0.047924,18,-146,8347,63,-128,-45
0.048061,68,-155,8325,44,-33,-1
0.048201,49,-116,8315,38,-65,-32
0.048341,50,-112,8276,44,-65,-20
0.048479,6,-104,8283,44,-103,-13
0.048619,66,-110,8249,38,-14,-20
0.048758,63,-148,8239,63,-65,-45
0.048897,18,-115,8305,19,-97,-13
0.049037,2,-103,8330,44,-52,-26
0.049176,7,-72,8271,31,-71,-20
0.049315,9,-124,8281,38,-65,-20
0.049455,32,-145,8280,69,-77,12
0.049594,59,-145,8313,12,-84,-70
0.049733,15,-102,8240,63,-52,-1
0.049873,12,-92,8281,63,-84,12
0.050012,8,-112,8338,44,-65,-58
0.050151,-38,-110,8296,31,-65,-13
0.050292,17,-108,8304,56,-71,-32
0.050432,56,-139,8299,19,-65,-7
0.05057,48,-113,8294,69,-77,-26
0.050709,32,-123,8289,25,-58,-1
0.050849,42,-114,8339,44,-65,-20
0.050987,43,-119,8291,12,-71,-20
0.051126,58,-144,8310,82,-109,-51
0.051265,76,-86,8383,19,-26,31
0.051405,-32,-80,8310,63,-103,-32
0.051544,-1,-159,8323,25,-65,-45
0.051683,7,-147,8350,50,-58,5
0.051823,60,-97,8314,44,-77,-13
0.051962,46,-100,8303,38,-65,-51
0.052101,12,-130,8245,56,-109,-7
0.05224,66,-133,8276,44,-33,-13
0.05238,83,-97,8326,12,-77,-45
0.052521,39,-181,8289,56,-52,5
0.052659,40,-155,8330,56,-90,-64
0.052798,48,-127,8317,19,-52,18
0.052937,19,-156,8282,31,-65,-32
0.053078,49,-142,8310,56,-71,-32
0.053216,3,-98,8345,38,-71,-1
0.053355,9,-130,8342,12,-77,-32
0.053494,5,-171,8333,88,-52,-1
0.053634,12,-126,8267,31,-90,-45
0.053774,56,-164,8300,25,-58,12
0.053912,-4,-82,8390,25,-77,-51
0.054052,57,-108,8350,69,-97,-26
0.054191,61,-137,8316,25,-46,12
0.054331,-20,-118,8371,44,-58,-39
0.05447,-3,-129,8284,50,-84,-26
0.054609,25,-91,8274,19,-46,12
0.054748,13,-159,8328,75,-97,-58
0.054888,52,-97,8282,0,-65,12
0.055027,62,-91,8274,100,-97,-51
0.055167,26,-108,8345,25,-58,12
0.055306,-11,-135,8363,50,-77,-51
0.055445,47,-77,8315,25,-58,5
0.055584,53,-142,8300,44,-90,-26
0.055723,-16,-123,8318,50,-39,-39
0.055865,-9,-85,8288,38,-109,5
0.056002,47,-129,8269,31,-20,-58
0.056141,-3,-104,8292,44,-109,31
0.056282,10,-184,8267,75,-52,-64
0.05642,14,-154,8280,6,-77,-26
0.05656,21,-103,8298,69,-65,5
0.056699,51,-128,8363,0,-97,-26
0.056838,21,-123,8312,75,-58,-32
0.056977,34,-135,8300,38,-58,-32
0.057116,18,-121,8328,38,-52,18
0.057256,17,-85,8310,69,-109,-20
0.057395,23,-147,8313,25,-71,-64
0.057534,30,-107,8308,38,-33,18
0.057674,-6,-99,8256,38,-109,-58
0.057813,34,-126,8356,25,-65,12
0.057953,-20,-104,8318,69,-65,-45
0.058092,78,-68,8260,19,-84,-13
0.058231,33,-172,8297,44,-58,-39
0.05837,44,-144,8330,56,-46,12
0.05851,27,-96,8324,69,-122,-45
0.058649,3,-58,8299,19,-52,-1
0.058788,-17,-104,8294,50,-71,-26
0.058927,30,-118,8313,31,-65,-58
0.059067,-12,-149,8296,56,-97,18
0.059206,43,-173,8288,31,-58,-39
0.059346,21,-116,8334,19,-39,5
0.059485,-27,-93,8340,31,-84,-51
0.059624,87,-117,8322,94,-97,-20
0.059763,35,-85,8274,6,-52,-1
0.059903,48,-134,8256,50,-97,-39
0.060042,29,-114,8278,56,-65,-26
0.060181,1,-123,8302,6,-52,18
0.060322,18,-130,8315,75,-122,-64
0.06046,-8,-120,8338,19,-33,-7
0.060599,118,-83,8286,50,-90,-26
0.06074,4,-131,8301,44,-52,-7
0.060878,43,-121,8304,50,-77,-58
0.061017,5,-111,8288,44,-58,5
0.061156,-5,-120,8303,82,-103,-45
0.061296,85,-118,8307,0,-33,-26
0.061435,-29,-138,8351,69,-77,-26
0.061574,34,-132,8309,31,-58,-13
0.061714,4,-177,8309,56,-90,-7
0.061853,18,-108,8286,19,-97,-45
0.061992,-20,-94,8240,69,-39,-13
0.062132,56,-140,8310,19,-71,-13
0.062272,-11,-145,8336,56,-84,-26
0.062411,-10,-130,8274,31,-65,5
0.06255,21,-157,8312,19,-71,-45
0.062689,-9,-160,8290,82,-90,-13
0.062828,-10,-154,8323,6,-84,-20
0.062968,65,-98,8277,12,-46,-7
0.063107,0,-128,8341,75,-65,-20
0.063246,18,-184,8386,31,-97,-32
0.063385,11,-151,8302,12,-39,-39
0.063525,32,-127,8309,63,-65,-7
0.063664,-13,-147,8353,44,-116,-13
0.063805,24,-182,8244,-6,6,-45
0.063943,44,-144,8258,88,-122,-13
0.064082,71,-146,8287,12,-39,-13
0.064222,14,-84,8314,25,-77,-32
0.064361,23,-109,8299,44,-71,-32
0.0645,51,-96,8227,56,-71,-13
0.064639,20,-104,8232,50,-65,-7
0.064779,37,-174,8281,-6,-46,-26
0.064918,41,-191,8321,113,-135,-64
0.065057,1,-139,8297,-6,-39,24
0.065197,3,-156,8240,50,-39,-32
0.065338,36,-151,8260,69,-97,-1
0.065475,46,-91,8338,31,-46,-64
0.065614,33,-116,8329,56,-97,-1
0.065754,41,-118,8318,19,-65,-32
0.065893,23,-120,8300,82,-84,-32
0.066032,-44,-125,8310,-13,-33,18
0.066172,7,-94,8262,88,-135,-51
0.066311,33,-144,8296,19,-33,5
0.06645,42,-87,8289,31,-52,-45
0.066589,29,-144,8302,56,-77,-1
0.066729,10,-91,8299,38,-52,-13
0.066868,37,-55,8259,56,-90,-58
0.067008,-5,-150,8300,56,-97,-7
0.067147,-45,-142,8314,6,-33,-1
0.067286,-27,-133,8306,63,-97,-32
0.067428,-10,-140,8336,38,-26,-26
0.067565,34,-159,8269,63,-109,-20
0.067704,59,-162,8303,38,-52,-26
0.067844,62,-72,8288,44,-52,-20
0.067983,55,-104,8303,63,-84,-13
0.068122,-16,-120,8317,-13,-97,-26
0.068261,-15,-94,8317,69,-58,-26
0.068401,17,-92,8338,12,-65,-26
0.06854,45,-118,8297,88,-52,-7
0.068679,31,-90,8357,31,-103,-20
0.068819,72,-99,8362,31,-71,-39
0.068958,12,-168,8343,38,-46,-13
0.069097,-43,-128,8308,50,-71,5
0.069236,-36,-102,8337,25,-97,-13
0.069376,33,-174,8337,63,-65,-45
0.069515,-3,-155,8298,38,-77,12
0.069654,6,-95,8293,69,-84,-51
0.069794,56,-108,8295,12,-65,-7
0.069933,42,-88,8318,38,-58,5
0.070072,28,-121,8284,50,-71,-51
0.070212,69,-139,8298,63,-65,-20
0.070351,13,-151,8300,6,-84,18
0.07049,14,-150,8271,82,-84,-70
0.07063,74,-147,8299,6,-39,18
0.070769,9,-114,8304,75,-84,-32
0.070908,46,-140,8302,31,-84,-32
0.071047,51,-116,8314,38,-90,-13
0.071187,-5,-128,8317,6,-58,-20
0.071326,1,-134,8328,113,-97,-45
0.071465,22,-145,8303,6,-58,12
0.071604,40,-123,8315,44,-71,-39
0.071744,0,-142,8285,50,-58,5
0.071883,38,-111,8269,38,-77,-51
0.072023,36,-125,8281,31,-52,-13
0.072162,-19,-114,8306,50,-77,-20
0.072302,0,-153,8324,38,-65,-32
0.072442,29,-194,8316,44,-65,-26
0.07258,22,-161,8306,31,-58,-7
0.07272,-4,-150,8255,56,-90,-39
0.072859,25,-118,8357,50,-71,-1
0.072998,44,-104,8364,19,-71,-32
0.073137,3,-187,8295,100,-65,-26
0.073276,-2,-103,8295,19,-90,-7
0.073416,32,-116,8334,31,-58,-39
0.073556,36,-127,8315,56,-65,-13
0.073694,114,-129,8296,-13,-84,-13
0.073834,22,-126,8293,75,-65,-26
0.073974,3,-127,8297,50,-52,-20
0.074112,6,-126,8265,50,-77,-20
0.074252,26,-144,8311,-13,-71,-1
0.074391,42,-102,8319,75,-65,-70
0.07453,30,-124,8287,12,-71,31
0.074669,-26,-103,8306,75,-103,-64
0.074809,19,-76,8300,44,-7,18
0.074948,8,-127,8299,50,-135,-26
0.075088,26,-98,8317,12,-20,-26
0.075227,16,-104,8308,56,-116,-32
0.075366,-17,-124,8300,56,-58,-1
0.075505,-37,-118,8332,44,-58,-26
0.075645,98,-115,8339,38,-90,-32
0.075784,8,-63,8258,82,-58,-20
0.075923,10,-161,8285,12,-90,-32
0.076062,84,-149,8327,69,-20,5
0.076202,9,-129,8333,38,-116,-13
0.076341,27,-98,8266,31,-65,-58
0.076481,74,-105,8260,31,-45,-1
0.07662,-5,-154,8319,75,-103,-32
0.076759,29,-83,8334,19,-52,12
0.076898,52,-121,8346,38,-90,-64
0.077038,34,-94,8359,100,-77,-7
0.077177,25,-141,8355,-13,-65,-26
0.077317,65,-139,8282,63,-77,-39
0.077456,38,-122,8355,12,-65,-20
0.077595,2,-183,8327,44,-71,-1
0.077734,57,-152,8340,63,-103,-26
0.077879,56,-66,8294,31,-58,-32
0.078013,53,-71,8282,50,-58,12
0.078152,35,-104,8266,38,-77,-51
0.078292,41,-145,8290,50,-52,5
0.078431,11,-129,8305,44,-71,-20
0.07857,-9,-105,8289,56,-90,-26
0.07871,33,-147,8316,25,-71,-26
0.078849,-44,-111,8317,56,-77,-1
0.078988,22,-122,8353,56,-58,-45
0.079128,18,-159,8311,44,-77,-7
0.079267,15,-54,8322,44,-71,-32
0.079406,28,-90,8322,88,-71,-1
0.079545,19,-128,8335,12,-45,-1
0.079685,12,-89,8303,56,-84,-32
0.079824,39,-132,8329,38,-77,-26
0.079963,33,-177,8341,44,-45,-7
0.080103,10,-155,8303,56,-103,-26
0.080243,10,-144,8267,56,-33,-45
0.080382,36,-78,8313,31,-58,24
0.080521,55,-106,8370,56,-84,-58
0.08066,22,-83,8281,25,-84,-39
0.080799,72,-110,8310,38,-39,43
0.08094,-9,-118,8317,63,-90,-96
0.081078,-24,-148,8298,31,-52,43
0.081217,17,-115,8254,63,-135,-26
0.081356,35,-122,8275,44,-26,-58
0.081495,27,-130,8317,19,-97,18
0.081635,52,-97,8302,75,-52,-32
0.081774,22,-99,8303,6,-77,5
0.081913,74,-86,8294,82,-77,-20
0.082053,24,-64,8307,50,-58,-64
0.082192,68,-115,8301,0,-71,12
0.082333,-3,-100,8313,75,-90,-26
0.082471,67,-123,8244,19,-52,-1
0.08261,46,-111,8265,56,-65,-32
0.082749,17,-132,8314,107,-103,-20
0.082891,54,-94,8285,-63,-20,18
0.083028,7,-140,8330,119,-90,-32
0.083167,20,-87,8329,50,-58,-32
0.083307,21,-172,8312,12,-58,24
0.083446,17,-162,8294,69,-97,-64
0.083585,32,-111,8288,44,-65,12
0.083725,-9,-113,8305,38,-39,-39
0.083864,11,-119,8322,63,-84,-20
0.084003,3,-115,8305,12,-65,-7
0.084142,4,-114,8286,44,-84,-39
0.084282,26,-101,8311,50,-33,12
0.084421,13,-130,8315,50,-109,-39
0.08456,-7,-92,8326,44,-65,-20
0.0847,54,-142,8299,50,-52,-26
0.084839,1,-98,8273,50,-77,5
0.084978,-10,-109,8301,38,-84,-58
0.085118,45,-160,8267,38,-71,-13
0.085257,6,-138,8328,19,-77,5
0.085396,31,-131,8317,88,-77,-45
0.085536,37,-150,8268,31,-20,5
0.085675,-34,-167,8265,56,-103,-58
0.085814,16,-124,8277,50,-58,5
0.085953,46,-147,8253,44,-77,-26
0.086093,-18,-120,8303,38,-90,-20
0.086232,2,-185,8299,50,-84,-39
0.086372,50,-152,8298,25,-45,31
0.086511,-11,-151,8303,94,-71,-64
0.08665,-6,-143,8269,38,-77,5
0.086789,34,-104,8231,6,-90,-45
0.086929,27,-109,8271,107,-33,12
0.087068,49,-127,8335,-6,-90,-39
0.087207,67,-141,8338,75,-90,-32
0.087347,39,-156,8317,19,-77,-32
0.087486,1,-138,8292,63,-39,5
0.087625,-7,-125,8307,38,-90,-39
0.087765,18,-113,8328,50,-33,5
0.087904,13,-168,8308,69,-97,-20
0.088043,19,-135,8286,25,-45,-13
0.088182,27,-162,8256,38,-122,-13
0.088322,36,-175,8317,94,-58,-26
0.088461,12,-124,8308,6,-65,-32
0.0886,58,-149,8314,44,-84,-26
0.08874,-16,-181,8313,56,-65,-26
0.088879,-23,-105,8316,25,-58,-32
0.089018,-18,-63,8273,38,-65,12
0.089158,-36,-111,8338,69,-122,-39
0.089297,71,-174,8304,6,-39,-20
0.089436,27,-98,8322,69,-65,-13
0.089576,8,-102,8311,50,-109,-45
0.089715,-15,-102,8327,19,-45,-20
0.089854,21,-122,8323,50,-84,-26
0.089993,33,-147,8301,25,-39,-1
0.090133,8,-93,8321,69,-52,-39
0.090272,16,-122,8272,50,-109,-20
0.090411,28,-141,8329,-13,-33,5
0.090551,-1,-128,8349,82,-109,-51
0.09069,38,-105,8367,44,-65,-32
0.090829,1,-139,8321,25,-65,-1
0.090969,32,-128,8301,50,-65,-32
0.091109,42,-125,8299,44,-52,-26
0.091247,72,-154,8293,56,-84,-1
0.091387,50,-95,8319,19,-90,-39
