Average_IMU_SPS_Hz,6913.820
IMU_Time_sec,Accel_X_raw,Accel_Y_raw,Accel_Z_raw,Gyro_X_raw,Gyro_Y_raw,Gyro_Z_raw
0.014488,72,-154,8277,75,-90,-32
0.01463,28,-146,8290,38,-84,-45
0.014768,81,-106,8238,44,-58,-13
0.014909,35,-126,8278,6,-39,5
0.015046,43,-169,8268,94,-97,-45
0.015185,22,-179,8235,19,-58,-32
0.015324,43,-161,8265,44,-65,-13
0.015464,8,-134,8301,69,-90,-39
0.015603,9,-140,8257,6,-46,-7
0.015742,47,-148,8314,88,-90,-26
0.015882,37,-157,8335,-6,-46,-1
0.016021,-8,-102,8315,113,-135,-39
0.01616,18,-70,8308,-19,-20,-32
0.0163,-49,-100,8322,44,-77,5
0.016439,-24,-116,8308,69,-71,-32
0.016578,50,-156,8308,25,-77,-13
0.016718,81,-160,8296,38,-39,-26
0.016857,62,-74,8244,63,-116,-26
0.016996,39,-141,8269,19,-46,-39
0.017136,26,-145,8267,69,-77,-7
0.017275,-1,-130,8314,0,-46,24
0.017414,53,-109,8271,75,-97,-77
0.017553,55,-139,8268,50,-84,-7
0.017693,33,-78,8288,25,-46,-1
0.017832,20,-116,8324,75,-77,-51
0.017971,38,-160,8343,38,-71,24
0.018111,50,-113,8295,25,-58,-39
0.01825,50,-167,8331,44,-97,-20
0.018389,60,-132,8321,63,-46,-39
0.018529,42,-98,8290,25,-90,5
0.018668,20,-135,8286,82,-71,-51
0.018807,70,-106,8293,12,-84,-13
0.018946,75,-102,8335,44,-46,-13
0.019086,28,-123,8274,31,-77,-39
0.019225,25,-119,8288,82,-103,-7
0.019364,25,-89,8300,-13,-33,-13
0.019504,68,-122,8293,94,-109,-20
0.019643,36,-130,8267,63,-52,-39
0.019782,52,-83,8286,38,-77,-20
0.019922,22,-148,8327,44,-84,-26
0.020061,32,-137,8310,38,-65,-26
0.0202,40,-69,8283,44,-77,-1
0.020339,-42,-167,8296,50,-77,-7
0.02048,-23,-152,8296,56,-65,-58
0.020618,24,-157,8284,75,-90,-7
0.020757,-2,-124,8336,-13,-46,-13
0.020897,31,-98,8282,38,-109,-39
0.021036,23,-160,8286,69,-46,-1
0.021175,48,-130,8336,25,-52,-7
0.021315,36,-134,8291,69,-109,-45
0.021454,-4,-140,8329,44,-39,-20
0.021593,43,-143,8300,12,-71,-13
0.021732,5,-95,8335,63,-77,-32
0.021872,45,-106,8322,12,-46,-13
0.022011,28,-143,8331,75,-77,-32
0.02215,70,-144,8286,19,-65,31
0.02229,40,-148,8328,44,-77,-64
0.022429,8,-60,8234,50,-90,-1
0.022569,1,-81,8250,25,-65,-20
0.022708,26,-133,8275,44,-77,-7
0.022849,10,-149,8272,50,-52,-32
0.022986,-16,-124,8375,38,-84,-13
0.023126,10,-130,8335,69,-39,-26
0.023265,-42,-139,8300,6,-90,-20
0.023404,41,-178,8275,94,-84,-20
0.023544,56,-119,8239,25,-58,-13
0.023683,35,-86,8304,12,-58,-51
0.023824,3,-152,8286,56,-39,24
0.023961,19,-119,8334,82,-109,-39
0.024101,30,-115,8309,25,-65,-26
0.02424,25,-148,8332,31,-58,-32
0.024383,21,-98,8302,12,-46,-13
0.024519,-17,-95,8317,94,-84,-7
0.024658,55,-143,8294,19,-103,-32
0.024798,55,-160,8298,38,-46,-13
0.024938,51,-106,8323,56,-77,-20
0.025076,17,-119,8329,31,-97,-13
0.025216,2,-151,8324,63,-26,-26
0.025355,-19,-133,8291,-6,-84,-32
0.025494,8,-101,8256,69,-71,18
0.025634,54,-56,8310,50,-65,-45
0.025773,29,-152,8372,63,-84,-32
0.025912,0,-99,8301,-13,-52,5
0.026051,-17,-163,8304,88,-109,-45
0.026191,25,-144,8335,0,-52,-1
0.02633,49,-90,8325,63,-71,-26
0.026469,20,-154,8326,31,-90,-32
0.026609,53,-145,8312,44,-52,31
0.026748,18,-122,8314,38,-52,-77
0.026887,59,-124,8284,44,-97,37
0.027027,62,-110,8310,44,-71,-70
0.027165,58,-115,8295,25,-58,5
0.027305,38,-198,8273,88,-65,-45
0.027445,3,-97,8283,12,-52,5
0.027584,49,-115,8325,44,-71,-45
0.027723,77,-158,8267,25,-58,-1
0.027862,37,-144,8274,56,-77,-32
0.028002,38,-94,8364,50,-77,-13
0.028141,32,-157,8342,31,-58,-20
0.02828,17,-89,8260,50,-65,-20
0.02842,21,-80,8267,38,-84,-26
0.028559,28,-156,8278,56,-46,-26
0.028698,27,-152,8350,0,-90,-13
0.028838,-10,-129,8313,63,-90,-39
0.028977,28,-131,8318,75,-46,-32
0.029116,31,-153,8333,0,-77,-7
0.029255,32,-147,8317,107,-71,-20
0.029395,38,-118,8318,25,-65,-32
0.029534,26,-79,8309,31,-71,-20
0.029673,47,-149,8324,56,-71,-7
0.029813,56,-180,8290,50,-65,-45
0.029952,41,-168,8332,12,-71,18
0.030091,72,-169,8308,107,-84,-26
0.03023,-6,-129,8254,-32,-46,-20
0.03037,11,-117,8334,75,-90,-58
0.030509,34,-112,8335,56,-71,12
0.030648,28,-83,8296,12,-46,-7
0.030788,32,-116,8287,75,-97,-39
0.030927,19,-107,8305,19,-46,-13
0.031066,-5,-174,8319,63,-77,-39
0.031206,37,-153,8289,44,-84,-32
0.031345,42,-117,8284,19,-65,-7
0.031484,21,-122,8325,38,-84,-1
0.031623,14,-120,8274,44,-46,-51
0.031763,62,-134,8353,38,-116,12
0.031906,34,-161,8305,63,-39,-32
0.032042,23,-172,8287,25,-116,-26
0.032181,87,-148,8275,38,-26,-32
0.03232,68,-103,8297,56,-71,-13
0.032459,-11,-130,8340,38,-77,-20
0.032599,30,-89,8322,25,-39,5
0.032738,53,-135,8280,50,-103,-58
0.032878,22,-138,8287,69,-71,-13
0.033017,65,-56,8299,19,-46,12
0.03316,46,-120,8377,44,-77,-20
0.033295,44,-127,8319,56,-90,-51
0.033435,58,-122,8303,0,-39,-1
0.033574,87,-102,8338,94,-109,-51
0.033713,-6,-128,8321,12,-26,5
0.033852,61,-146,8297,75,-116,-13
0.033992,63,-174,8292,-25,-46,-13
0.034131,14,-133,8305,100,-65,-45
0.03427,1,-65,8300,38,-109,-7
0.034411,6,-131,8282,38,-7,-45
0.034549,31,-147,8320,38,-90,31
0.034688,13,-74,8296,31,-97,-83
0.034828,6,-103,8300,56,-65,-1
0.034967,62,-49,8323,44,-46,-1
0.035106,42,-164,8331,31,-46,-32
0.035246,23,-107,8314,44,-97,12
0.035385,10,-122,8332,82,-77,-64
0.035524,49,-128,8272,0,-65,-7
0.035663,11,-128,8311,88,-77,-26
0.035803,25,-123,8288,25,-77,-7
0.035942,10,-131,8302,44,-71,-51
0.036081,1,-102,8270,38,-71,-1
0.036221,7,-112,8320,94,-77,-45
0.036364,7,-107,8297,0,-33,-20
0.036499,21,-111,8306,38,-71,12
0.036641,17,-114,8288,38,-90,-58
0.036778,49,-146,8301,82,-58,-39
0.036917,34,-140,8304,12,-65,5
0.037057,44,-110,8313,63,-90,-39
0.037196,21,-82,8319,0,-46,-7
0.037335,62,-132,8321,75,-84,-20
0.037475,46,-98,8329,25,-52,-26
0.037613,16,-122,8296,50,-90,-20
0.037753,-22,-100,8341,56,-65,-20
0.037892,34,-147,8319,50,-97,-13
0.038032,50,-125,8324,25,-52,-26
0.038171,22,-124,8325,44,-65,-1
0.03831,6,-174,8308,50,-77,-51
0.03845,18,-152,8313,19,-97,-13
0.038589,14,-132,8300,38,-33,18
0.038728,44,-127,8305,50,-65,-45
0.038868,-5,-157,8344,44,-90,-13
0.039007,18,-128,8356,56,-97,-26
0.039146,0,-106,8293,25,-46,-39
0.039286,27,-89,8259,38,-71,24
0.039425,11,-103,8298,50,-52,-64
0.039564,28,-59,8337,12,-128,5
0.039703,29,-153,8330,94,-39,-58
0.039843,-15,-147,8330,19,-33,5
0.039982,-3,-126,8293,69,-103,-13
0.040121,28,-98,8299,19,-84,-51
0.040261,80,-152,8310,56,-58,18
0.0404,46,-118,8358,31,-84,-39
0.040539,3,-150,8311,69,-71,-45
0.040679,-68,-138,8296,44,-52,5
0.040818,-8,-72,8309,25,-90,-32
0.040957,36,-59,8259,69,-109,-39
0.041097,-14,-132,8299,25,-33,31
0.041236,24,-158,8307,38,-71,-45
0.041376,-10,-124,8315,56,-97,-39
0.041514,41,-82,8252,44,-71,-13
0.041654,56,-101,8262,38,-52,12
0.041793,21,-146,8305,12,-84,-39
0.041932,59,-100,8300,56,-71,-39
0.042072,-5,-152,8303,63,-77,5
0.042211,39,-173,8307,25,-58,-45
0.042355,-11,-137,8294,44,-65,5
0.04249,45,-109,8312,69,-58,-70
0.042629,21,-141,8283,-13,-84,18
0.042768,97,-144,8297,100,-46,-64
0.042908,-18,-136,8272,-13,-71,31
0.043047,6,-154,8274,107,-84,-58
0.043186,18,-177,8348,-25,-58,-13
0.043325,39,-148,8275,100,-65,-39
0.043465,32,-96,8307,-25,-65,18
0.043604,29,-163,8318,75,-84,-26
0.043743,52,-131,8292,56,-71,-26
0.043883,22,-117,8288,25,-71,-39
0.044022,40,-130,8259,56,-77,-1
0.044161,95,-136,8308,31,-52,-26
0.044301,61,-146,8327,31,-71,-1
0.04444,50,-20,8308,31,-84,-39
0.044579,-22,-77,8277,56,-65,-7
0.044719,69,-123,8284,44,-84,-45
0.044858,25,-135,8252,31,-58,-13
0.044997,6,-148,8259,38,-46,-7
0.045137,11,-144,8256,63,-109,-51
0.045277,52,-84,8298,25,-46,-7
0.045415,36,-131,8288,56,-71,-32
0.045554,54,-104,8255,25,-71,-1
0.045695,39,-140,8290,38,-46,-32
0.045833,-2,-151,8308,44,-103,-20
0.045972,74,-151,8313,31,-77,-13
0.046112,60,-119,8304,82,-71,-51
0.046251,30,-90,8309,-13,-58,5
0.04639,-13,-119,8323,75,-103,-32
0.04653,-28,-108,8389,44,-33,-13
0.046669,53,-130,8360,50,-65,-7
0.046808,31,-142,8355,38,-84,-32
0.046948,-17,-90,8319,6,-46,5
0.047089,52,-127,8301,88,-141,-58
0.047226,51,-106,8284,12,-26,-1
0.047365,15,-111,8304,38,-84,12
0.047505,51,-140,8313,69,-39,-45
0.047644,43,-127,8295,12,-97,-45
0.047783,1,-128,8347,31,-65,12
0.047923,-22,-154,8325,94,-84,-20
0.048062,32,-166,8323,-6,-14,-39
0.048201,-4,-57,8322,50,-109,12
0.048341,46,-107,8263,63,-77,-58
0.04848,72,-129,8225,63,-90,-13
0.048619,76,-112,8287,31,-33,-20
0.048759,35,-107,8304,50,-65,-32
0.048898,20,-120,8317,38,-90,-45
0.049037,2,-113,8315,44,-39,24
0.049176,32,-146,8315,82,-116,-39
0.049316,44,-116,8275,50,-39,-64
0.049455,36,-84,8311,19,-65,50
0.049594,-14,-126,8342,25,-58,-64
0.049734,10,-106,8331,50,-109,-13
0.049873,4,-148,8286,44,-26,-20
0.050012,44,-134,8311,19,-84,-32
0.050152,26,-120,8311,50,-52,-13
0.050292,27,-135,8252,31,-103,-20
0.05043,88,-118,8275,69,-71,-26
0.05057,41,-118,8351,-19,-52,-7
0.05071,53,-100,8268,75,-109,-51
0.050848,9,-150,8278,25,-39,-1
0.050987,69,-141,8369,44,-90,-13
0.05113,-10,-128,8334,12,-46,-20
0.051266,40,-92,8313,69,-84,-20
0.051405,20,-81,8301,6,-26,-45
0.051547,10,-125,8339,56,-103,12
0.051684,-5,-176,8354,69,-58,-45
0.051823,47,-132,8353,31,-58,-1
0.051963,33,-91,8351,38,-84,-51
0.052102,4,-97,8318,31,-33,12
0.052241,28,-125,8285,69,-116,-13
0.052382,33,-123,8294,6,-52,-58
0.05252,39,-156,8272,56,-20,24
0.052659,22,-97,8275,75,-141,-64
0.052798,13,-130,8314,-19,-20,12
0.052938,57,-95,8292,56,-90,-51
0.053079,41,-190,8306,31,-39,12
0.053217,28,-172,8253,63,-71,-45
0.053356,-4,-152,8256,56,-90,-13
0.053496,18,-133,8274,25,-33,-7
0.053634,28,-105,8291,69,-90,-45
0.053776,21,-149,8309,25,-65,-26
0.053913,71,-99,8309,56,-90,-1
0.054052,35,-130,8253,19,-33,-7
0.054192,37,-144,8316,56,-109,-32
0.054333,54,-125,8253,63,-20,-51
0.054471,18,-131,8270,19,-71,24
0.05461,24,-140,8324,38,-90,-39
0.054751,44,-100,8282,31,-46,-1
0.054888,8,-163,8296,12,-65,-45
0.055028,6,-137,8244,63,-65,-32
0.055167,30,-84,8288,38,-71,-1
0.055306,17,-106,8322,44,-65,-20
0.055445,61,-93,8300,44,-52,-26
0.055585,22,-139,8337,44,-97,-1
0.055724,17,-106,8306,38,-26,-45
0.055863,32,-126,8263,56,-109,-13
0.056002,39,-146,8296,25,-58,5
0.056142,26,-121,8321,56,-58,-51
0.056281,93,-158,8305,50,-90,-1
0.05642,29,-105,8292,12,-58,-45
0.056563,44,-113,8219,44,-71,18
0.056699,52,-143,8298,69,-103,-51
0.056838,34,-130,8255,31,-1,-7
0.056978,-5,-130,8330,25,-97,-51
0.057117,-10,-144,8292,31,-77,12
0.057256,65,-98,8322,56,-77,-58
0.057396,-5,-172,8306,69,-90,18
0.057535,-17,-141,8378,6,-39,-51
0.057675,30,-90,8302,82,-77,-20
0.057815,44,-79,8298,25,-90,-26
0.057954,22,-178,8286,44,-46,-1
0.058093,43,-130,8317,31,-58,-26
0.058233,65,-117,8286,50,-65,-26
0.058371,66,-129,8293,12,-97,-26
0.05851,45,-122,8332,56,-26,-13
0.058649,25,-117,8299,50,-103,-20
0.058789,36,-151,8322,44,-90,-20
0.058928,27,-83,8292,6,-52,-20
0.059067,83,-112,8292,88,-77,-51
0.059208,56,-104,8322,0,-52,-1
0.059346,69,-80,8239,82,-58,-26
0.059486,66,-95,8254,6,-103,-20
0.059625,36,-81,8305,44,-26,-26
0.059764,-7,-98,8254,82,-97,-39
0.059904,17,-215,8310,-6,-33,-1
0.060043,30,-164,8289,88,-122,-51
0.060182,9,-148,8283,6,-26,18
0.060321,15,-169,8350,63,-90,-51
0.060461,50,-92,8302,38,-46,-1
0.0606,64,-120,8347,44,-103,-83
0.060739,25,-162,8353,25,-46,50
0.060878,48,-109,8292,75,-97,-39
0.061018,36,-120,8310,31,-14,-39
0.061157,-6,-142,8325,63,-128,18
0.061298,0,-144,8310,12,-33,-51
0.061436,23,-120,8332,69,-90,-32
0.061575,21,-133,8340,38,-77,12
0.061715,28,-110,8334,63,-65,-13
0.061855,22,-113,8320,25,-71,-77
0.061993,34,-133,8308,56,-71,24
0.062132,10,-115,8254,19,-52,-39
0.062272,64,-116,8273,63,-65,-20
0.062411,-76,-146,8290,25,-90,-13
0.062552,-33,-170,8295,56,-39,-39
0.062689,15,-174,8305,44,-103,-7
0.062829,18,-141,8331,56,-46,-13
0.062968,18,-151,8263,25,-58,-20
0.063107,15,-164,8265,56,-58,-39
0.063247,-6,-183,8329,31,-103,-1
0.063386,48,-169,8311,63,-84,-32
0.063525,45,-100,8322,31,-52,-7
0.063664,39,-135,8299,94,-97,-51
0.063804,38,-155,8313,-25,-77,-1
0.063943,-17,-108,8338,69,-52,-1
0.064083,18,-108,8319,31,-116,-58
0.064222,65,-164,8318,25,-33,24
0.064364,7,-132,8279,69,-71,-70
0.064501,32,-103,8285,25,-103,12
0.06464,11,-116,8304,69,-39,-45
0.06478,17,-75,8327,6,-71,18
0.064918,40,-94,8297,75,-90,-70
0.065058,12,-151,8328,-6,-46,5
0.065197,20,-107,8309,94,-103,-32
0.065337,35,-128,8325,12,-46,-7
0.065476,21,-186,8308,63,-84,-32
0.065615,39,-185,8308,75,-52,-26
0.065754,53,-162,8315,19,-90,-39
0.065895,77,-132,8318,31,-46,24
0.066033,22,-181,8286,31,-97,-51
0.066172,12,-153,8306,56,-65,-7
0.066312,48,-88,8291,63,-58,-20
0.066451,4,-125,8349,19,-84,-1
0.06659,64,-119,8327,75,-58,-51
0.066732,6,-165,8292,12,-77,12
0.066869,30,-86,8294,63,-71,-51
0.067008,47,-125,8345,38,-58,-20
0.067147,-7,-138,8306,56,-77,5
0.067287,42,-124,8270,12,-97,-26
0.067427,16,-160,8279,94,-71,-39
0.067565,-26,-175,8290,12,-71,-26
0.067705,75,-116,8293,38,-71,-7
0.067844,42,-140,8327,38,-71,-26
0.067983,41,-143,8349,25,-58,-26
0.068123,47,-132,8318,63,-84,-13
0.068262,57,-144,8240,56,-65,-13
0.068401,3,-152,8285,44,-65,-39
0.068541,38,-157,8334,19,-58,5
0.06868,28,-122,8291,63,-84,-26
0.068819,30,-93,8294,50,-90,-39
0.068959,28,-160,8311,6,-7,12
0.069098,62,-153,8331,82,-103,-39
0.069237,20,-151,8296,38,-77,-32
0.069376,30,-91,8288,-6,-46,12
0.069516,58,-90,8332,82,-109,-45
0.069655,15,-121,8328,12,-39,-1
0.069795,12,-55,8325,50,-90,-39
0.069934,-6,-154,8318,38,-65,18
0.070073,13,-186,8298,44,-65,-51
0.070212,56,-128,8232,63,-103,-39
0.070352,-24,-197,8247,6,-33,31
0.070491,-41,-161,8287,69,-109,-70
0.07063,32,-103,8290,38,-58,-1
0.07077,34,-128,8328,25,-46,-13
0.070909,93,-150,8287,82,-77,-32
0.071048,50,-85,8267,-25,-77,-20
0.071188,-18,-125,8317,107,-77,-39
0.071327,24,-151,8319,6,-20,-7
0.071466,-20,-138,8320,69,-116,-13
0.071605,-40,-121,8344,25,-58,-20
0.071744,-7,-126,8310,63,-90,-51
0.071884,10,-126,8297,38,-39,12
0.072023,-10,-170,8341,12,-65,-51
0.072163,26,-164,8313,63,-84,-7
0.072302,87,-105,8315,50,-90,-64
0.072442,14,-94,8324,0,-46,24
0.072581,31,-134,8330,69,-52,-45
0.07272,81,-132,8280,31,-103,-20
0.072859,7,-134,8279,25,-46,-7
0.072998,-6,-126,8300,82,-84,-39
0.073138,-16,-82,8328,31,-65,-20
0.073277,63,-98,8303,25,-46,5
0.073416,16,-80,8300,88,-90,-26
0.073555,59,-90,8322,-6,-46,-20
0.073695,24,-96,8355,75,-71,-7
0.073834,27,-105,8332,38,-116,-77
0.073973,9,-145,8347,-6,-26,31
0.074113,9,-105,8323,94,-103,-51
0.074252,35,-182,8303,44,-65,-7
0.074392,12,-158,8313,38,-33,-32
0.074531,31,-58,8299,19,-97,24
0.07467,11,-106,8299,44,-65,-45
0.074809,25,-118,8327,38,-26,5
0.074949,38,-105,8299,82,-116,-64
0.07509,48,-114,8281,-6,-26,24
0.075227,53,-97,8274,63,-97,-26
0.075366,40,-105,8323,31,-58,-32
0.075506,17,-134,8403,38,-39,-20
0.075645,-1,-148,8368,50,-84,-1
0.075786,17,-152,8333,63,-71,-51
0.075924,-34,-109,8313,50,-71,12
0.076065,6,-60,8316,12,-58,-20
0.076203,-29,-103,8363,56,-71,-32
0.076342,10,-77,8342,50,-97,-51
0.076481,72,-122,8310,38,-33,37
0.07662,44,-177,8274,75,-84,-39
0.07676,75,-105,8294,-13,-46,-26
0.076899,15,-109,8337,94,-128,-51
0.077038,5,-94,8320,0,6,31
0.077179,5,-122,8276,25,-90,-32
0.077317,13,-157,8347,56,-109,-70
0.077456,19,-146,8261,75,-33,31
0.077596,32,-151,8301,-25,-65,-64
0.077735,31,-136,8310,94,-103,5
0.077876,12,-130,8262,25,-52,-51
0.078013,38,-158,8265,19,-65,-13
0.078153,19,-160,8302,56,-65,-45
0.078294,40,-92,8295,44,-84,5
0.078431,4,-112,8277,12,-46,-20
0.078571,-10,-114,8360,63,-77,-26
0.07871,46,-139,8344,63,-84,-39
0.078849,7,-113,8301,31,-33,-20
0.078989,4,-132,8291,25,-84,12
0.079128,28,-167,8265,38,-58,-64
0.079267,2,-146,8322,56,-77,12
0.079406,-45,-108,8300,44,-58,-26
0.079546,16,-107,8310,82,-97,-64
0.079685,11,-119,8283,-19,-46,18
0.079825,14,-155,8315,113,-71,-64
0.079964,-23,-109,8325,-38,-33,12
0.080103,19,-81,8274,88,-109,-39
0.080242,77,-86,8272,25,-90,-26
0.080382,48,-171,8289,44,-26,24
0.080521,23,-134,8332,69,-90,-70
0.08066,-31,-119,8293,31,-58,-7
0.0808,-34,-142,8277,44,-71,-20
0.080939,-1,-129,8275,19,-84,-26
0.081078,31,-86,8292,63,-65,-7
0.081218,31,-153,8326,12,-58,-32
0.081356,27,-138,8302,88,-122,-58
0.081496,29,-78,8294,25,-20,37
0.081635,77,-130,8331,19,-71,-64
0.081775,45,-139,8273,75,-97,-20
0.081914,-31,-109,8306,0,-14,-7
0.082053,45,-113,8327,63,-122,-20
0.082193,-4,-142,8335,69,-33,-39
0.082332,18,-80,8291,31,-65,-26
0.082474,3,-113,8262,44,-71,12
0.082611,36,-103,8299,44,-58,-64
0.08275,51,-143,8279,12,-71,5
0.082891,6,-93,8285,69,-71,-45
0.083029,7,-172,8298,44,-71,-1
0.083168,32,-159,8289,56,-65,-13
0.083307,34,-150,8247,12,-77,-45
0.083446,22,-123,8340,25,-52,-1
0.083586,37,-135,8382,56,-122,-39
0.083725,0,-104,8332,50,-46,-32
0.083864,24,-99,8227,31,-90,-13
0.084004,23,-116,8296,44,-71,-39
0.084143,-10,-167,8316,56,-84,-20
0.084282,26,-195,8377,75,-97,-13
0.084422,80,-116,8321,-13,-14,-32
0.084562,48,-134,8295,44,-97,-32
0.0847,-4,-143,8276,56,-97,-7
0.084839,48,-153,8246,63,-71,-51
0.08498,52,-166,8344,0,-20,5
0.085118,64,-172,8301,31,-97,-13
0.085257,-5,-143,8281,50,-90,-45
0.085397,38,-99,8324,38,-65,-20
0.085536,-7,-138,8339,44,-46,-7
0.085675,11,-110,8264,44,-65,-7
0.085817,-4,-79,8278,31,-90,-39
0.085958,-31,-139,8247,63,-52,-20
0.086093,50,-76,8221,12,-84,-26
0.086233,25,-158,8299,88,-52,-1
0.086373,53,-154,8277,12,-58,-26
0.086511,35,-188,8359,44,-109,-26
0.086651,-5,-163,8365,56,-46,-13
0.08679,12,-100,8345,31,-84,-26
0.086929,34,-173,8274,56,-58,-26
0.087069,18,-137,8283,44,-46,-13
0.087209,19,-133,8319,50,-97,-51
0.087347,-14,-142,8273,56,-97,-7
0.087487,-30,-177,8277,0,-1,-20
0.087626,27,-136,8317,69,-128,-13
0.087767,86,-144,8314,6,-46,-13
0.087905,7,-118,8336,75,-97,-58
0.088044,13,-116,8274,19,-33,18
0.088185,-4,-160,8288,75,-97,-51
0.088322,-10,-100,8301,56,-46,-1
0.088462,37,-132,8265,25,-97,-51
0.088601,23,-175,8333,19,-65,18
0.08874,25,-168,8294,44,-71,-51
0.08888,0,-166,8352,50,-65,-20
0.089019,11,-190,8286,0,-46,24
0.089158,63,-119,8237,100,-128,-64
0.089298,44,-147,8255,25,-58,-13
0.089437,13,-93,8272,44,-39,-26
0.089576,-3,-72,8302,38,-103,-13
0.089716,12,-175,8343,50,-71,-39
0.089855,19,-139,8331,69,-71,-20
0.089994,2,-161,8331,19,-46,18
0.090133,32,-203,8356,31,-90,-96
0.090273,22,-138,8342,63,-77,37
0.090412,61,-78,8287,56,-52,-58
0.090551,64,-128,8320,44,-90,-26
0.090691,84,-157,8286,19,-71,-26
0.09083,63,-127,8342,75,-71,5
0.090969,68,-103,8298,25,-65,-26
0.091109,58,-205,8321,56,-97,-39
0.091248,40,-140,8344,75,-71,-39
0.091387,79,-127,8333,0,-52,24
